"text","pred_label","true_label"
"Will the Secretary of State admit that this law is just to ban people from taking the legal action to strike?","STRIKE","not_statement"
"I know from talking to colleagues and officials that one of the problems was that, because of the late notice and the randomised trust-by-trust agreements, they have been unable to put in a national framework that would mean that it would not matter if you lived in Islington North or somewhere else; you would still get coverage on strike days.","STRIKE","not_statement"
"Of course, if the hon<prd> Member is concerned about the length of the amendment paper, he can withdraw his own amendment, which we will no doubt be debating later on.","GENERAL","not_statement"
"(9) Any other arrangement where a child is cared for, and provided with accommodation in their own home—  (a) by a relative of the child, other than—  (i) a parent of the child; or  (ii) a person who is not a parent of the child but who has parental responsibility for the child; and  (b) where the arrangement has lasted, or is intended to last, for at least 28 days (“private family arrangement”).","not_statement","not_statement"
"Grant Shapps My hon<prd> Friend the Member for Gloucester is absolutely right about the reason for requiring minimum standards.","not_statement","not_statement"
"[Interruption.","not_statement","not_statement"
"Iain Stewart If the hon<prd> Gentleman will forgive me, I have only a minute left and many Members wish to speak.","not_statement","not_statement"
"Justin Madders The answer is in the Department’s press release, which cites Simon Deakin, professor of law at the University of Cambridge, no less.","not_statement","not_statement"
"14:00:00  Before winding up, I will address some other amendments.","not_statement","not_statement"
"(1B) In section (1A), “duties” means any activity under the direction of a chief officer of police.","not_statement","not_statement"
"We know that because, last autumn, his own Government assessed that minimum service levels were not needed for the emergency services due to existing regulations and voluntary arrangements.","not_statement","not_statement"
"The Bill was published on 16 July. Consultations were scheduled to take place over the summer recess and closed only five days ago. This debate was scheduled for today even though the Bill is incomplete and the Government have accepted that it will require many amendments. The clearest example of that is on the deduction of union subscriptions. On 6 August the Minister for the Cabinet Office and Paymaster General announced the Government�s intention

�to abolish the practice of checkoff across all public sector organisations�.","GENERAL","GENERAL"
"It is what differentiates modern Europe from the medieval serfdoms of the past.","STRIKE","STRIKE"
"The right to strike is an important one.","STRIKE","not_statement"
"It is through that prism that I look at the Bill, which cannot be considered in isolation, but must be seen in the context of so many other proposals from this and the previous Government. The list is depressing. Other members have mentioned the gagging Act but, as a former BBC journalist, I am also alarmed to see public broadcasting under attack in favour of its politicised, corporate-owned and Conservative-supporting rivals.","STRIKE","GENERAL"
"I was trying get the word “conciliatory” in there for Opposition Members.","GENERAL","not_statement"
"Unfortunately for this Government, that is not the spirit of this country or of the party of these Benches.","GENERAL","not_statement"
"(4) A Minister of the Crown may by regulations require R to report on the use of sections 158 and 159 of the Equality Act.","not_statement","not_statement"
"There is no point in just shouting when he is actually answering the question.","not_statement","not_statement"
"The Committee’s inquiry demonstrated a clear gap in support for those who experience pregnancy loss and need time to recover and grieve.","STATUS","SECURITY"
"The Secretary of State has never negotiated a minimum service agreement in the NHS.","STRIKE","not_statement"
"But yet again, Ministers plough ahead, blind to the economic damage that they are about to unleash.","GENERAL","STATUS"
"Alan Brown (Kilmarnock and Loudoun) (SNP) If this is all about safety, why is the word “safety” not used once in the Bill or its explanatory notes?","not_statement","not_statement"
"I believe that it is politically motivated. It will deepen the UK�s anti-trade union laws, which are the most restrictive in the western world.","GENERAL","GENERAL"
"If the Government continue to be determined to go down this destructive path, further damaging industrial relations, they must devolve employment law now, so that the Scottish Government have the powers they need to protect the rights of the people of Scotland from the damage of this Government.","GENERAL","not_statement"
"Mr Deputy Speaker (Sir Roger Gale) I call the SNP spokesperson.","not_statement","not_statement"
"That is insulting and shameful, and I think he should apologise for the way in which he has awfully smeared ambulance workers.","not_statement","not_statement"
"Ellie Reeves (Lewisham West and Penge) (Lab) I, too, declare an interest.","not_statement","not_statement"
"As we have heard, trade union members are cleaners, carers and drivers who simply want to get on with their jobs safely without fear of discrimination and to be rightly rewarded for it. This Bill singles those people out with armbands and authorisation documents.","EQUAL","EQUAL"
"hey are the people who care for our elderly, keep our streets clean, and mend our roads, and do not want to take industrial action�it is always the last resort. They have benefited from years of striving for rights and freedoms, and it is right that they should feel free to belong to a trade union without fear of reprisals or judgments against their character. This is now under threat through demonising them and suggesting they are prone to criminal behaviour by virtue of their trade union membership.
","STRIKE","GENERAL"
"My constituents know me well, so they are quick to contact me with their concerns. One constituent contacted me to say that she felt �intimidated to agree� and that people

�had no choice but to put up their propaganda signs, because they were told everyone else was doing it and they would be the only ones who didn�t�.
","STRIKE","EQUAL"
"Those regulations will be tailored to each relevant service, taking account of the different risks to public safety or the impacts on daily life and on the economy.","STRIKE","STRIKE"
"This Bill goes against the best traditions of the Conservative party. If its members believe in free markets, they must surely believe in free labour. Perhaps that is why, in 1948, Winston Churchill opposed attempts to politicise the attacks on party political funding and the funding of a Labour party. Perhaps that is also why, in 1984, Margaret Thatcher said that the Conservative party should tread with caution before behaving in such a partisan way.","GENERAL","GENERAL"
"However, this legislation does not seek to ban the right to strike.","STRIKE","STRIKE"
"The sector relies on these contracts to manage fluctuating demand, and removing that flexibility could devastate those businesses and lead to job losses.","STATUS","not_statement"
"It is the NHS that said that, not the Government.","STRIKE","not_statement"
"[Interruption.","not_statement","not_statement"
"They know that, when companies make large profits, they can ask for decent pay rises for their members.","WAGES","not_statement"
"The amendments also amend the weekly flat rate to £118<prd>75, as agreed by Parliament as part of its annual uprating exercise.","not_statement","not_statement"
"The Bill states that all transport services will be covered, but the industry is largely in the private sector.","STRIKE","not_statement"
"As my hon. Friend pointed out, the simple fact is that the Government have not consulted small business properly. If they had, the Bill would be scrapped.","GENERAL","GENERAL"
"How can that be deemed acceptable?","STRIKE","not_statement"
"Our constituents know the value of their work, and they know the dignity they deserve.","GENERAL","not_statement"
"Government amendment 90.","SECURITY","not_statement"
"It really is important that we hear what the Secretary of State has to say.","not_statement","not_statement"
"(2) In subsection (1), the definition of “less favourable” shall be determined by the perception of a reasonable employee in the position of the affected employee.","not_statement","not_statement"
"”  New clause 92—Rolled-up holiday pay for irregular hours workers and part-year workers—  “In the Working Time Regulations 1998, omit regulation 16A (Rolled-up holiday pay for irregular hours workers and part-year workers).","not_statement","not_statement"
"I stand in solidarity with them, and I will always fight to protect the right to strike from irresponsible attacks such as this.","STRIKE","STRIKE"
"New clause 7—Protected paternity or parental partner leave—  “(1) Within six months of the passage of this Act, the Secretary of State must consult on the introduction of protected paternity or parental partner leave for all employees.","not_statement","not_statement"
"Millions of people who rely on essential transport to get to work or to family commitments now every day have the extra stress of worrying about making alternative, sometimes costly, arrangements because of the forever strikes.","STRIKE","STRIKE"
"As well as reforming and strengthening the powers, the Government are moving amendments to expand the remit of the Fair Work Agency to ensure effective enforcement of statutory sick pay and holiday pay.","EQUAL","WAGES"
"Although it is true that life-and-limb measures exist, we have seen through the many months of rail closures and the strikes that took place last week and in December that unfortunately minimum service levels in one case, and actually minimum safety levels in another, have simply not been available.","STRIKE","not_statement"
"Vicky Ford (Chelmsford) (Con) We are living in a time when democracy and freedom are under threat across the world.","not_statement","not_statement"
"I am not ashamed of the trade unions� political work. They are part of our democracy, not a barrier to it. Working people in my constituency need a voice more than ever","GENERAL","GENERAL"
"New clause 38 seeks to ensure that agency workers in the adult social care sector who do not have a “worker’s contract”, within the meaning of employment legislation, would nevertheless be able to bring a claim in the employment tribunals or in civil proceedings where a fair pay agreement has been breached.","not_statement","not_statement"
"New clause 16—Adoption pay: self-employed persons—  “(1) Within six months of the passage of this Act, the Secretary of State must by regulations enable statutory adoption pay to be payable to persons who are—  (a) self-employed, or  (b) contractors.","not_statement","not_statement"
"New clause 74—Non-disclosure agreements: harassment—  “(1) The Secretary of State must, within six months of the passing of this Act, make changes by regulation to ensure that an agreement to which this section applies is void insofar as it purports to preclude the worker from making a relevant disclosure.","not_statement","not_statement"
"Secretary of State, I believe in the fundamental right of a worker to withdraw their labour, whether that happens to be from an employer or against the Government.","STRIKE","STRIKE"
"] I am surprised to hear Labour Members yawning and moaning.","not_statement","not_statement"
" Does he agree that the Bill is anti-business and anti-working practice and that most employers that have trade unions recognise their value?","GENERAL","GENERAL"
"The Secretary of State needs to acknowledge that before we move on to discuss anything else.","STRIKE","not_statement"
"725, c.","not_statement","not_statement"
"New clause 15—Whistleblowers: protected disclosures—  “In Part X of the Employment Rights Act 1996, for section 103A, substitute—  “103A Protected disclosure  An employee who is dismissed shall be regarded for the purposes of this Part as unfairly dismissed if the reason (or one of the reasons) for the dismissal is that the employee made a protected disclosure.","not_statement","not_statement"
"Amendment 312, page 152, line 30, at end insert—  “(iii) information relating to matters that are the subject of regulations relating to other working conditions.","not_statement","not_statement"
"Act 1974, after section 11 (functions of the Executive) insert—  ‘11ZA Duties of the Executive: health and safety framework on violence and harassment  (1) It shall be the duty of the Executive to develop, publish and as often as may be appropriate revise a health and safety framework on violence and harassment in the workplace.","not_statement","not_statement"
"The Government are steadfastly committed to delivering our manifesto commitment to halving violence against women and girls, and we will publish a cross-Government strategy shortly.","not_statement","not_statement"
"We have live strikes going on, so we will be able to see where it is required and where it is not.","STRIKE","not_statement"
"Do the Government really believe that withdrawing the right of a worker to withdraw their labour is what they are about?","STRIKE","STRIKE"
"Today, we see that those on the left are at it again. They love a revolution, but this time they could not even convince their Front-Bench Members�well, they are on the Front Bench now�to follow them.","GENERAL","GENERAL"
"We need clarity on where the minimum level of service will apply.","STRIKE","not_statement"
"less likely to be discriminated against, bullied and unfairly sacked, and more likely to work in a safe workplace and to have their voice heard.
","EQUAL","EQUAL"
"No party can claim to be representative of workers when they attack the workers� very own institutions�the trade unions.","GENERAL","GENERAL"
"The Government sell themselves as being interested in productivity and business, but these proposals run entirely contrary to that ethos. The Bill introduces unnecessary new and complex bureaucracy: it will increase costs for unions and employers, as legal disputes develop, and it undermines social justice.","GENERAL","GENERAL"
"Amendment 337, page 51, line 36, leave out clause 36.","not_statement","not_statement"
"The Bill also takes crucial steps towards banning exploitative zero-hours contracts, ensuring that all workers have predictable hours and offering security for their day-to-day lives. I am pleased to see amendments extending such protections to agency workers.","SECURITY","SECURITY"
"I politely suggest that he may want to have another go at trying to explain to the House why the Bill is even necessary in the first place.","GENERAL","not_statement"
"”  This amendment would extend the remit of the negotiating body to the list of matters for collective bargaining set out in Section 178 of the Trade Union and Labour Relations (Consolidation) Act 1992.","not_statement","not_statement"
"This amendment would remove Clause 39 on the power of the Secretary of State to deal with matters referred to the Negotiating Body.","not_statement","not_statement"
"(4) The Secretary of State may by regulations provide that, for the purposes of subsection 5—  (a) a payment or entitlement of a prescribed kind is, or is not, to be treated as remuneration;  (b) a prescribed matter is, or is not, to be treated as relating to terms and conditions of employment of school support staff;  (c) a prescribed matter is, or is not, to be treated as relating to the training of school support staff;  (d) a prescribed matter is, or is not, to be treated as relating to career progression for school support staff.","not_statement","not_statement"
"Obviously, the current wave of strikes and industrial action is concerning the public, it is also counterproductive when it comes to delivering public services.","GENERAL","STRIKE"
" This will happen after we have consulted, ensuring that it balances the needs of a growing business with the interests of employees.","not_statement","SECURITY"
"(2) In commissioning the report, the Secretary of State must arrange for the report to meet the requirements set out in subsections (3) to (5).","not_statement","not_statement"
"(2) The Secretary of State must by regulations make provision for determining—  (a) the scope of a domestic abuse policy;  (b) the form and manner in which a domestic abuse policy is to be published;  (c) when and how frequently a domestic abuse policy is to be published or revised;  (d) requirements for senior approval before a domestic abuse policy is published.","not_statement","not_statement"
"The conditions for industrial action are prohibitive. The net effect of all these measures is to make it impossible to strike.
","STRIKE","STRIKE"
"People join unions for a variety of reasons, but they often do not wish to give money to the Labour party. There should be a simple principle that if a union wishes to give the party money, its members should be able actively to choose to do so, in much the same way as if they were making a direct donation to the party. I see no unfairness in that. I am simply saying that if people support the Labour party, they should be able to choose to give it money.","GENERAL","GENERAL"
" As things stand, that is not always the case. Union leaders can secure a mandate for industrial action and then keep using it for as long as they please. For example, in October 2013 the NASUWT justified a walk-out by citing a mandate acquired in November 2011, almost two years earlier. That is hardly a constructive approach to industrial relations","STRIKE","STRIKE"
"We are committed to working with businesses to ensure that policy is pro-employer and pro-worker.","not_statement","not_statement"
"The issues that affect people in a strike come from a breakdown in a partnership between those who operate businesses and the people who work within them. ","STRIKE","STRIKE"
"We could have had employment and workers’ rights devolved, but, unfortunately, Labour resisted those powers coming to Scotland.","GENERAL","not_statement"
"Failing to support the Bill today will mean that Members who oppose this legislation are essentially prepared to put the safety and welfare of their own constituents at risk.","STRIKE","STRIKE"
"The Government are asking Parliament to vote on a Bill that does not really exist, because there is no detail.","GENERAL","not_statement"
"(2) The reference in subsection (1)(c) to absence on leave under section 80EF includes, where appropriate, a reference to a continuous period of absence attributable partly to leave under that section and partly to any one or more of the following—  (a) maternity leave,  (b) paternity leave,  (c) adoption leave,  (d) shared parental leave,  (e) parental leave,  (f) parental bereavement leave.","not_statement","not_statement"
"How will Ministers define minimum service in this sector?","not_statement","not_statement"
"Are they not workers?","STRIKE","not_statement"
"The Government claim to be the party of working people, but threatening the right to take industrial action tilts the balance of power in the workplace too far in favour of employers. It will mean that workers are unable to stand up for decent services and safety at work, or to defend their jobs or pay. It is clear that the Government are not interested in encouraging workplace democracy. Instead, they are attempting to prevent midwives, firefighters, teachers and cleaners from protesting  against cuts in jobs, pay and conditions. I find this unacceptable, and I very much hope that the Government will reconsider these calamitous proposals.","STRIKE","STRIKE"
"(2) As part of the assessment, the Secretary of State must carry out a consultation on the proposed right to request flexible working.","not_statement","not_statement"
"and, perhaps more to the point, who will pay for the use of that financial intermediary? Will the cost fall on the debtor and be greater than the current system of court fees?","GENERAL","GENERAL"
"What will minimum service look like for teachers?","STRIKE","not_statement"
"New clause 94—Annual report on application of changes to employment rights to seafarers—  “(1) The Secretary of State must lay before each House of Parliament an annual report on the extent to which the relevant employment rights changes made by this Act apply to seafarers.","not_statement","not_statement"
"(3) The regulations may make provision for a failure to comply with subsection (1)—  (a) to be an offence punishable on summary conviction—  (i) in England and Wales by a fine;  (ii) in Scotland or Northern Ireland by a fine not exceeding level 5 on the standard scale;  (b) to be enforced, otherwise than as an offence, by such means as may be prescribed.","not_statement","not_statement"
"Let me quote a lady from Stoke-on-Trent who runs a hairdressing salon and has a child:

�It isn�t fair on parents, who could be missing out on a day�s pay by not working when teachers strike.�
","STRIKE","STRIKE"
"I am coming to all these things, so if he will give me a moment, I will continue.","GENERAL","not_statement"
"We also know that many comparable countries take a much tougher line than the Government are proposing.","STRIKE","not_statement"
"”  This new clause would require the Secretary of State to hold a consultation on the rate of Statutory Sick Pay.","not_statement","not_statement"
"Amendments in relation to clause 1, covering the right to guaranteed hours, will clarify requirements where a worker works for an employer under more than one contract at the same time, clarify that under a guaranteed hours offer, if it is accepted, work must be provided by the employer for the hours set out and that those hours must be worked by the worker, and enable a worker to take a case to an employment tribunal on the ground that an employer deliberately structured the worker’s hours or offered work in such a way as to make a reduced guaranteed hours offer or to avoid having to make an offer at all.","WAGES","WAGES"
"This Government will not stand by and watch that happen.","STRIKE","not_statement"
"New clause 73—Hourly statutory sick pay—  “(1) Part 11 of the Social Security Contributions and Benefits Act 1992 (statutory sick pay) is amended as follows.","not_statement","not_statement"
"One at a time.","not_statement","not_statement"
"Can he accept that he has failed, and it is time to get the trade unionists into the room and to put this legislation in the bin, where it belongs?","STRIKE","not_statement"
"Our measures on guaranteed hours, reasonable notice of shifts, and payment for short-notice cancellations seek to ensure that workers, often in fragmented sectors with little voice of their own, do not bear all the risk of uncertain demand.","WAGES","WAGES"
"The Tories have made a big thing about opposing identity cards, but now demand that trade unionists have them as well as armbands to help single them out, yet it is unclear how compliance with these and other requirements are connected to the prevention of intimidation of non-striking workers. Laws already exist which prevent that and unions must comply with a detailed statutory code of practice.","GENERAL","EQUAL"
"but its primary purpose is to introduce stringent restrictions on trade unions� ability to take industrial action,","EQUAL","STRIKE"
"Joanna Cherry (Edinburgh South West) (SNP) Can the Secretary of State help me with this?","not_statement","not_statement"
"They need to listen closely to the concerns that workers across the country have been raising.","GENERAL","not_statement"
"Labour would have resolved these disputes a long time ago, by getting back around the negotiating table in good faith and doing a deal.","not_statement","not_statement"
"First, I cannot see what the problem is with check-off, provided that the cost of it is paid for. The Staffordshire County Council representatives who operate check-off tell me that the union pays 2% for it, which is probably more than it costs the council to operate it. The same applies in other public services. I have no problem with that and I ask the Government to look again at the issue and perhaps not introduce that proposal.
","GENERAL","GENERAL"
"This amendment aims to take out reference to low hours.","STATUS","not_statement"
"Does my right hon<prd> Friend agree that my Chelmsford constituents should have the same benefits on strike days as those living in France, Italy and Spain?","STRIKE","not_statement"
"(2) The review must be published and laid before Parliament within six months of this section coming into force.","not_statement","not_statement"
"Government amendments 110 to 114.","not_statement","not_statement"
"I thank them for that and for all the work they do in Stroud.","not_statement","not_statement"
"That is what a real growth agenda looks like from DWP.","GENERAL","not_statement"
"A related point is whether every aviation, railway or bus line and service will have a minimum service or just a percentage of overall capacity.","not_statement","not_statement"
"It is up to unions to ensure public safety and not put lives at risk.","STRIKE","STRIKE"
"There is a huge economic case for retaining the current arrangements.","STRIKE","GENERAL"
"Trade unions are subject to the most vigorous legislation when they are balloting and trade union money is the cleanest money in politics.","GENERAL","not_statement"
"It is utterly insane.","STRIKE","not_statement"
"It threatens teachers and nurses with the sack during a recruitment and retention crisis, and mounts an outright assault on the fundamental freedom of working people, while doing absolutely nothing to resolve the crisis at hand.","STRIKE","STRIKE"
"If transparency and legitimacy increase, surely trade unions will find it a much easier sell to both the public and their members and, indeed, to the employers they are seeking to persuade that their action should be taken seriously.","GENERAL","GENERAL"
"The Children’s Commissioner highlighted this weekend that it is the most disadvantaged who face the greatest impact if education is disrupted.","GENERAL","not_statement"
"The more they get a taste for it, the further they want to go.","STRIKE","not_statement"
"Amendment 329, in clause 24, page 37, line 30, at end insert―  “(3A) For the purposes of this section, any provision in an agreement (whether a contract of employment or not) is void in so far as it purports to confer on the employer or a third party the power to vary, unilaterally, the terms of the agreement.","not_statement","not_statement"
"Given the Secretary of State’s form, we know that he is up for a fight, but even if wins this fight, he will be destroying worker relationships for good.","GENERAL","not_statement"
"This amendment would increase to 12 months the time limit for bringing employment tribunal claims relating to sexual harassment.","not_statement","not_statement"
"The Government do not care about working people.","not_statement","not_statement"
"(5) A declaration is within this subsection if it is provided after the end of the relevant year and it is to the effect that the relevant working conditions were met in relation to the service in the relevant year.","not_statement","not_statement"
"Grant Shapps I will give way in just a moment.","not_statement","not_statement"
"In addition to significant and unnecessary new burdens, trade unions will also be expected to pay a levy to fund the certification officers� new role. As we heard from the Secretary of State, the role will be much more proactive. They will have new powers to impose financial penalties and to scrutinise how unions use their political funds and for what purposes.","GENERAL","GENERAL"
"The tightening up that he proposes is very welcome. When does he think he will set out the detail—[Interruption.] When will he set out the detail of, for example, the period of time that someone must work before being offered a zero-hours contract?","WAGES","WAGES"
"Justin Madders The reason why we are putting so many amendments down is because we have been consulting and working with businesses, and that is why we have so much to say today.","not_statement","not_statement"
"As a result, the NHS has not been able to put the appropriate level of cover in place in advance.","STRIKE","not_statement"
"On political funds, first we will increase transparency on the way in which political funds are spent, helping members to make an informed decision about whether or not they want to contribute. The Bill places a duty on unions to report in greater detail on what annual expenditure over �2,000 is useful, helping members decide whether or not they want to pay into the fund. After all, freedom to choose without having all the facts is no freedom at all.

Secondly, unions will need to obtain the active consent of members to deduct a political levy. At present, members can, in theory, opt out, although many unions do not even tell new members that the political levy exists, let alone about them having to pay for it.
","GENERAL","GENERAL"
"Amendment 332, in clause 32, page 49, line 40, leave out from “are” to the end of paragraph (b) and insert—  “matters relating to or connected with matters in Section 178(2) of the Trade Union and Labour Relations No.","not_statement","not_statement"
"Jim Shannon (Strangford) (DUP) I understand that at this time many people feel the same, and for those who are toying with this idea, let me say that the ambulance service, nurses and doctors, for example, have been able to ensure that there was an emergency service.","STRIKE","not_statement"
"Another aspect of the Bill is the attempt to make processes involved in picketing part of criminal rather than civil law. It is designed to address allegations of picket line intimidation, but the Carr review, set up by the Conservatives under the coalition Government to investigate such allegations, specifically said that it could  find no evidence of intimidation.","GENERAL","GENERAL"
"The Chancellor said:

“The regulatory system has become burdensome to the point of choking off innovation, investment and growth”,

but that is precisely what the Bill does.","GENERAL","GENERAL"
"Amy Callaghan Will the Secretary of State give way?","not_statement","not_statement"
"Are they not workers?","STRIKE","not_statement"
"If so, the change may turn out to be self-defeating and see a reduction in the number of people coming forward rather than make it easier for those needing to take advantage of the online process.
","GENERAL","GENERAL"
"There appears to be no requirement for the union member to have any particular interest in the order. It is like saying to a Tesco Clubcard member, �You can collect a fine imposed by the Office of Fair Trading.� What perceived problem is that provision intended to deal with? Is the certification officer not capable of enforcing his own orders? The Bill imposes a whole new layer of bureaucracy and burdens on trade unions. Whatever happened to the red tape challenge?","GENERAL","GENERAL"
"Statutory instruments cannot be amended and the last time a Government was defeated on a statutory instrument was in 1979, so we know all power rests with the Government there.","GENERAL","not_statement"
"Does the Minister see this as helping people to overcome some of that stigma by not having to go through the court process?","GENERAL","GENERAL"
"The measures in this Bill are by fiat of the Secretary of State.","not_statement","not_statement"
"The thresholds proposed in the Bill are a hypocrisy. Why should we apply a higher standard to working people who wish to organise unions in this country than we apply to ourselves? I would not be serving in this House today if I had been expected to meet the thresholds  that have been proposed for our trade unions.","GENERAL","GENERAL"
"I will not stop supporting workers and the people in my community.","STRIKE","not_statement"
"Sir Alec Shelbrooke (Wetherby and Easingwold) (Con) I apologise if the Minister has moved on a bit; I was just waiting to hear what he said.","not_statement","not_statement"
"Let me turn to political funds. The introduction of ballot thresholds will help ensure that unions reflect the will of their whole membership and that the views of every member count. Another way we are going to achieve that is through changes to the way in which political funds are managed.
","GENERAL","GENERAL"
"”  This amendment would require the Chair of the Negotiating Body to be appointed by agreement between trade union and employers’ representatives or the Central Arbitration Committee rather than by regulations by the Secretary of State.","not_statement","not_statement"
"(6) For the purposes of this section the relevant working conditions are met in relation to a service at a particular time if at that time the service is operated in compliance with regulations under section 4H(1) that apply to the service.","not_statement","not_statement"
"what this Tory Government are doing is a continuous Tory vendetta against the trade union movement? He should be thoroughly ashamed that he is bringing in this Bill and, just as in 1927, it will be a future Labour Government who will ensure that this rubbish is destroyed and that trade unions are given back their basic freedoms.
","GENERAL","GENERAL"
"I turn to the detail of the amendments.","not_statement","not_statement"
"Unions have always been powerful advocates for their members� rights, but it is important that we find a balance between the right of union members to strike and the rights of millions of working people to access the vital public services they rely on and to go about their daily lives without disruption. When 450,000 teachers go on strike in England, more than 8 million children are affected�millions of working families where mums or dads have to take a day off work.","STRIKE","STRIKE"
"I for one think we have got the balance right with our support for workers, but also, counter to that, for wealth creators.","WAGES","not_statement"
"I refer Opposition Members to the voluntary arrangements that were successfully made with the Royal College of Nursing, which did provide a national guarantee.","not_statement","not_statement"
"Nurses, teachers, firefighters and all the other professions covered in the legislation are true heroes in our society.","STRIKE","not_statement"
"The snoopers charter is extending the power of the state to scrutinise us, while our powers to scrutinise the state are watered down by the freedom of information �review�.","GENERAL","GENERAL"
"So what has changed?","GENERAL","not_statement"
"The Bill is clear, however, that such regulations may be made only after appropriate consultation and the approval of both Houses.","not_statement","not_statement"
"Has the Government’s legal advice changed or have they just changed their mind for reasons of political convenience?","STRIKE","not_statement"
"Grant Shapps There is an array of riches.","not_statement","not_statement"
"The Chartered Institute of Personnel and Development has already made it clear that banning zero-hours contracts will hurt the very workers the Government pretend to protect.","STATUS","STATUS"
"The reason it is so badly drafted is that it is a crudely partisan measure that the Conservative party is seeking to rush through for purely political ends.","GENERAL","GENERAL"
"But the Bill is not done with offending principles of natural justice. The cumulative impact of the new proposals would mean that the certification officer was responsible for making a complaint, investigating it, reaching a decision, and setting a punishment.","not_statement","GENERAL"
"These strikes are not a new or recent development.","STRIKE","not_statement"
"The Government’s plan to make work pay is a core part of our mission to grow the economy, raise living standards across the country and create opportunities for all. It will tackle the low pay, poor working conditions and poor job security that have been holding our economy back. The Bill is the first phase of delivering our plan to make work pay, supporting employers, workers and unions by raising the minimum floor of employment rights, raising living standards across the country and levelling the playing field for those businesses that are engaged in good practice.","GENERAL","WAGES"
"It also ignores the fact that section 240 of the 1992 Act, as my hon. Friend the Member for Glasgow South West (Chris Stephens) keeps saying, allows for preserving life and limb, and that unions have their own practices to comply with that legislation.","not_statement","STRIKE"
"(b) “week” means any period of seven days.","not_statement","not_statement"
"Angela Rayner I absolutely agree with my hon<prd> Friend.","not_statement","not_statement"
"Amendment 287, page 36, line 10, leave out clause 21.","not_statement","not_statement"
"The Bill must be seen as part of a wider effort to move our economy and our society away from vested interests and the stifling effects of corporatism and back in favour of the common good of all working people in this country.","GENERAL","GENERAL"
"(3) Subsections (4) to (9) set out the arrangements that are recognised as being types of kinship care.","not_statement","not_statement"
"I will bring my remarks to a close.","not_statement","not_statement"
"Do Members on the Government Benches not see that good employment practices are key to economic competitiveness and social justice? Workers across the UK deserve the right to strike. It is an important outlet to promote social justice and improve employment conditions. The reforms would not allow social justice in the workplace to be pursued.","GENERAL","EQUAL"
"Amendment 275, in clause 1, page 2, line 30, leave out from “period” to the end of line 32.","not_statement","not_statement"
