"text","pred_label","true_label"
"Does my hon. Friend agree that it is a bit of a cheek for the right hon. Member for Kingston upon Hull West and Hessle (Alan Johnson) to question the constitutional propriety of the Bill, which has an election mandate behind it from the election four months ago, whereas, under the previous Labour Government, the unions effectively bought policy through the Warwick I and Warwick II agreements in exchange for large amounts of funding for the Labour party?","not_statement","Conservative Party"
"Justin Madders I have literally just explained how we have been consulting with businesses and trade unions and put down amendments as a result.","not_statement","not_statement"
"Amendment 321, page 129, line 29, at end insert—  “(5A) In section 162 (Amount of a redundancy payment), in subsection (2), for every reference to “week”, substitute “month”.","not_statement","not_statement"
"Grant Shapps I will make a little progress.","not_statement","not_statement"
"I am not the first, and I will not be the last, to say this today, but the contrast could not be greater between the respectful and constructive approach taken in Scotland and in other parts of the UK and the draconian, intrusive, discriminatory, impractical and unnecessary measures the Tory Government have laid before us today","Conservative Party","Scottish National Party"
"(3) The Secretary of State must lay a report setting out the findings of the assessment before each House of Parliament.","not_statement","not_statement"
"The issues that affect people in a strike come from a breakdown in a partnership between those who operate businesses and the people who work within them. ","Conservative Party","Conservative Party"
"Amendment 3, page 34, line 8, at end insert—  “( ) In section 171ZZ6 of the Social Security Contributions and Benefits Act 1992 (entitlement to statutory pregnancy loss pay), after subsection (3) insert—  “(3A) The conditions specified under subsection (2) must be framed so as to ensure that a “bereaved parent” includes those bereaved by pregnancy loss.","not_statement","not_statement"
"This Bill has been described as illiberal, pernicious, ridiculous, ludicrous and absurd. It represents nothing more or less than the curtailment of the civil rights of trade union members and the Government silencing those who oppose them. Britain�s low strike rate shows that the current legal framework allows principles to be put into practice. I urge Conservative Members to think very carefully before they cast that aside for political gain.","Labour Party","Labour Party"
"As we continue to rebalance the economy and reform the public sector, we cannot leave trade union law unreformed if we are to continue to compete in the global economy. The measures proposed today are both reasonable and moderate and will enhance our economic competitiveness while protecting the essential rights of trade union members.","Conservative Party","Conservative Party"
"Government amendments 92 to 97.","Liberal Democrats","not_statement"
"As a result, the NHS has not been able to put the appropriate level of cover in place in advance.","Conservative Party","not_statement"
"What this whole sorry episode makes clear is that this country needs a Labour Government.","Conservatives","not_statement"
"The right to be part of a trade union to campaign for protection at work is a fundamental socioeconomic right. It is enshrined in the UN�s universal declaration of human rights and the international covenant on civil and political rights","Labour Party","Labour Party"
"The Conservative party has proven itself incapable of cleaning up its own mess, and the disruption of the past few months simply would not be happening under Labour.","Conservatives","not_statement"
"Management in this country has agreed with trade unions at a local level who should have facility time and what they should do with it. Why should the Government have to intervene to destroy that partnership, which has worked for the benefit of all concerned?","Conservative Party","Labour Party"
"An employee with weekly earnings of £125 would at present get £116<prd>75, but under the new model, they would receive only £100.","not_statement","not_statement"
"I ask all Members to vote against this most pernicious, partisan and overtly political Bill, which is one of the most objectionable that I have seen in my time in the House.","Labour Party","Labour Party"
"(2) For the purposes of subsection (1), the meaning of “self-employed” and “contractors” shall be set out in regulations under this section.","not_statement","not_statement"
"It comes from fostering an environment where employers can hire, invest and grow.","not_statement","not_statement"
"(2) The review must be published and laid before Parliament within six months of this section coming into force.","not_statement","not_statement"
"We are aiming to work on this once the Bill has passed this stage, and consultation will take place in due course.","Conservative Party","not_statement"
"As a trade unionist, I knew that taking strike action was a last resort, and not one that any of us wanted to take, but when all else fails, that is what is left. Without it, the bad bosses would not want to negotiate in the first place.","Conservative Party","Labour Party"
"I agree with everything in the Bill as proposed. It cannot be right that it is still possible to have a strike on the basis of a ballot that took place many months or, indeed, years ago. It is still technically possible to have a strike without a fresh ballot upon the removal of guards from the underground, a piece of modernisation that took place in the 1990s. It is utterly wrong that public workers should be subject to intimidation� sometimes reduced to tears�on the picket line or elsewhere. It is high time that that code of practice was put into law. Clauses 2 and 3 take us furthest and offer the greatest hope.
","Conservative Party","Conservative Party"
"Communication Workers Union members are grateful, but they realise that this is not just about increasing their workload, it about attacking their rights.","Scottish National Party","Labour Party"
"—[Official Report, 12 January 2023; Vol.","not_statement","not_statement"
"I am intrigued to know what Labour Members would say to their constituents, perhaps grieving constituents who have lost loved ones because of some sort of postcode lottery.","Conservative Party","not_statement"
"The Secretary of State needs to acknowledge that before we move on to discuss anything else.","Labour Party","not_statement"
"So what has changed?","not_statement","not_statement"
"Ultimately, what people in our constituencies need to know, whether or not we know them, is that in those six sectors a minimum service will be provided regardless of the right of people in the sector to hold back their labour on a pay negotiation or for any other reason.","Conservatives","Conservative Party"
"I am interested in seeing improvements to trade union rights in this country. Many colleagues have mentioned e-balloting. If we want more people to participate in a ballot, we should make it easier for them to do so.
","Labour Party","Labour Party"
"When I asked the Minister whether he had sought to achieve that before introducing the legislation, he was unable to fully answer my question.","not_statement","not_statement"
"It is just a common-sense safety net to keep the public safe and ease some of the enormous anxiety that they have felt over the last few months.","Conservatives","Conservatives"
"Will trade unions be liable for non-union staff?","not_statement","not_statement"
"This Bill is therefore completely unnecessary.","Conservative Party","not_statement"
"I have been a Member of this House for some seven years now, and I cannot recall a measure that is at once so irrational and so insulting.","Conservative Party","not_statement"
"Many agency workers have a preference for guaranteed hours, according to survey evidence.","not_statement","not_statement"
"Brought up, and read the First time.","Conservative Party","not_statement"
"This is a landmark Bill that, once implemented, will represent the biggest upgrade in employment rights for a generation. ","Labour Party","Labour"
"There are certainly a number of school and academy leaders who say they want to pay above what the Government might recommend for support staff and that this may limit them from doing so.","Conservative Party","not_statement"
"These amendments will streamline the recognition process, reduce opportunities for unfair practices to occur, and ensure that unions that seek recognition have a fair and transparent statutory route to enable them to do so.","Conservative Party","Labour Party"
"When it comes to civil liberties, oh, the Conservatives talk a good game about freedom of speech, but on the basic rights to strike and to protest, this Government—one of the most extreme Tory Governments—are on the wrong side every time.","Labour Party","not_statement"
"It is not just wrong in principle; it is unworkable in practice.","Conservative Party","not_statement"
"It does not strike me as unreasonable to seek a mechanism whereby the right of a worker to strike, which I have no quibble with, is balanced against the equally important right of an individual to go about their daily life, to travel to work, for healthcare, for education, to visit loved ones or for any of the millions of other reasons why people travel about.","Conservative Party","not_statement"
"Does she agree that dismissals of pregnant women or new mothers are dramatically under-reported because of the use of non-disclosure agreements in a lot of companies while they are taking action against them?","not_statement","Labour Party"
"When workplaces struggle, they will work with the employer to ensure it survives.","Labour","not_statement"
"The Bill is about how they can do so safely.","Conservative Party","not_statement"
"The Bill will only add greater uncertainty to what can and cannot be done and, in my view, is likely to lead to greater politicisation, not less.","Labour Party","Labour Party"
"””  This amendment would provide for workers dismissed by a process of fire and rehire to reduce wages or other terms and conditions to be treated as redundant.","Labour Party","not_statement"
"We are protecting those rights.","Conservative Party","not_statement"
"In the last four years of the last millennium�1996 to 1999�there were 199,000 days lost from private sector strikes, compared with 278,000 from public sector strikes. In the past four years�2010 to 2014�the number for the private sector had more than halved, to 74,000, whereas the figure for the public sector had more than doubled, to 573,000. Something in this consensus is working in the private sector but not working so well in the public sector. A particular issue is that in three of the past five years one area of the public sector, education, accounted for more than 50% of public sector strikes.","Conservative Party","Conservative Party"
"New clause 4—Employers to take all reasonable steps to prevent domestic abuse—  “After section 40A of the Equality Act 2010 (employer duty to prevent sexual harassment of workers), insert—  ‘40B Employer duty to prevent workers from experiencing domestic abuse  (1) An employer (A) must take all reasonable steps to prevent their workers from experiencing domestic abuse in the course of their employment.","not_statement","not_statement"
"(2) The Secretary of State must by regulations make provision for determining—  (a) the scope of a domestic abuse policy;  (b) the form and manner in which a domestic abuse policy is to be published;  (c) when and how frequently a domestic abuse policy is to be published or revised;  (d) requirements for senior approval before a domestic abuse policy is published.","not_statement","not_statement"
"Despite the scaremongering, this Bill does nothing to prohibit strike action. Instead it simply ensures that the right to strike is balanced with the rights of people who are affected by strikes and have no say in whether or not they will happen. It ensures that those strikes are the result of a clear and positive democratic mandate from members. To me, this balance appears reasonable, fair and necessary.
","Conservative Party","Conservative Party"
"I commend the Bill to the House.","Conservative Party","not_statement"
"However, even the STUC has now called for the devolution of employment rights to Scotland, so perhaps Labour should consider that, instead of listening to Gordon Brown’s rehash of broken promises.","Scottish National Party","not_statement"
"’”  This new clause will create a duty on the Health and Safety Executive to develop a health and safety framework on violence and harassment and to issue guidance for employers about the protection of those facing violence and harassment on the basis of gender in the workplace.","not_statement","not_statement"
"”  Where is the consultation the Secretary of State promised?","not_statement","not_statement"
"(2) A consultation under subsection (1) must conclude within six months of its commencement.","not_statement","not_statement"
"I defend their right to strike and I will be voting against this Bill.","Conservative Party","not_statement"
"Government new clause 36—Extension of regulation of employment businesses.","not_statement","not_statement"
"Those on the Conservative Benches have questioned why we would do this.","Labour Party","not_statement"
"”  This amendment clarifies that, when redundancy pay is calculated, each part year worked is treated as a full year of employment.","not_statement","not_statement"
"I agree. The Bill is an ideological assault against the largest group in civic society that is standing up to the Government�s policies and to austerity.","Labour Party","Scottish National Party"
"But yet again, Ministers plough ahead, blind to the economic damage that they are about to unleash.","Labour Party","Conservative Party"
"On new clauses 89 and 90, almost everything this Government have done is contradictory to the objective of growth, if that remains their objective this week. Whether it is the national insurance jobs tax, the changes to business rates or this Bill, everything they do seemingly goes against growing the economy.","Labour Party","Conservative Party"
"We may not be in the same party, but we are in the same trade union.","Conservative Party","not_statement"
"(2) The consultation under subsection (1) must consider the economic effects of increasing Statutory Sick Pay for small employers with 250 employees or less, including the effects on—  (a) productivity;  (b) long-term illness;  (c) benefit spending; and  (d) economic growth &amp; tax revenue.","not_statement","not_statement"
"This is another step towards eliminating our democratic rights, alongside the gerrymandering we will see in the boundary changes and the individual registration changes. This is a horrible time for Britain. People will resist the Bill and the Tories should think twice about moving forward with such an awful bit of legislation.","Labour and Co-Operative Party","Labour and Co-Operative Party"
"Government amendment 90.","Conservative Party","not_statement"
"I therefore welcome the measures in the Bill to provide more clarity and democracy. The Bill will improve trade union practices and increase transparency. I particularly commend three measures: first, time-limited mandates, which will improve clarity and democratic legitimacy, secondly, the requirement for a clear description of the planned industrial action, which is fair and reasonable, and thirdly, the proposal for a new, transparent opt-in system for political subscriptions, which is welcome.","Conservative Party","Conservative Party"
"Will they have to do this before each and every strike day?","not_statement","not_statement"
"Does my hon. Friend agree that local government and public services are completely devolved to Wales, and that therefore the measures in the Bill and the check-off could not possible apply in Wales?
","Conservative Party","Labour Party"
"It goes much further, but the ILO has found its ban to be lawful.","Labour Party","not_statement"
"””  This amendment requires that any regulations made under section 80EA of the Employment Rights Act 1996 (as amended by the Bill) must include conditions framed by reference to those bereaved by pregnancy loss.","not_statement","not_statement"
"Vicky Ford Thank you for clarifying that, Madam Deputy Speaker.","not_statement","not_statement"
"In relation to the measure about personal bankruptcies, there is merit in enabling people to apply online to speed up and simplify the process","Conservative Party","Labour Party"
"They recognise that collective consultation with their workforce can be valuable in finding solutions to the challenges that businesses face","not_statement","Conservative Party"
"Amendment 2, page 33, line 11, at end insert—  “( ) in subsection (5), after “child” insert “or as a result of pregnancy loss.","not_statement","not_statement"
"the Bill did go before the Regulatory Policy Committee, which was scathing about three aspects of the legislation it was asked to examine, including the thresholds for 40% and 50%. It gave a red card to all three, deeming them not fit for purpose and stating that the Government had not provided sufficient evidence of the likely impact of the proposals to support the consultation.","Labour Party","Labour Party"
"In no other country in Europe would a mainstream, right-of-centre party bring forward such a Bill. It is an attack upon the trade union movement that may as well be called the dark satanic mills Bill, because even dark satanic mill owners may have hesitated to introduce such measures.","Conservative Party","Labour Party"
"New clause 95—Annual report on provisions relating to seafarers—  “(1) The Secretary of State must lay before each House of Parliament an annual report on the extent to which the provisions of sections 26, 47 and 48 of, and Schedule 3 to, this Act improve the working conditions and employment rights of seafarers.","not_statement","not_statement"
"187F Award of compensation  (1) An employee, or the appropriate representative of an employee, whose complaint under section 187E has been declared to be well-founded may make an application to an employment tribunal for an award of compensation to be paid by the employer.","not_statement","not_statement"
"We have already heard about the leading academics in industrial relations who wrote to the newspapers describing the proposals as �draconian� and �perverse�.","Labour and Co-Operative Party","Scottish National Party"
"We should protect their right to strike with every breath we have.","Labour Party","Scottish National Party"
"Yes, it is partly because of the war in Ukraine, and yes, it is partly because of our active response in the fight against the pandemic, but we need to be conscious that we are here to support workers, and not all workers are members of unions.","Labour and Co-Operative Party","not_statement"
"Given the important role that agency work plays in businesses and public services, we recognise the need to work with the recruitment sector, employers and trade unions to design detailed provisions for regulations that work—that is,  The Government have also tabled amendments in relation to dismissal and redundancy practices.","Labour Party","not_statement"
"There was a mixed response from the consultation on reducing the reporting period from six months to three months. Concerns expressed included that insufficient information would be available to office holders in the time available and that that would lead to less misconduct being reported.","not_statement","Conservative Party"
"What happens to train companies that cannot provide a minimum service at the moment, especially if union members decide not to work on their rest days and to work to rule?","not_statement","not_statement"
"Will the Business Secretary of State leave it there, or will he just go for broke and ban all key workers from joining a union at all?","not_statement","not_statement"
"Surely transparency can only be enhanced by the introduction of an additional layer of detail, rather than the conflation which I fear could arise from the Bill�s current wording.
","Conservative Party","Conservative Party"
"Boosting wages will increase workforce participation, helping employers fill vacancies and supporting us to reach our ambition of 80% employment.","Labour Party","UK Government"
"”  This amendment would exclude hospitality providers and sports venues from the Bill’s duties for employers not to permit harassment of their employees.","not_statement","not_statement"
"We all want minimum standards of safety, service and staffing levels, and we want them every day, but it is the Minister who is failing to provide them. Instead of holding them to account, they Government are seeking through this Bill to grab sweeping new powers to impose burdens on employers and to remove basic rights from workers across our public service.","Labour","Labour"
"(4) Regulations under section 80EF may specify matters which are, or are not, to be treated as remuneration for the purposes of this section.","not_statement","not_statement"
"If we look at the current levels of industrial action, as summarised by the Library, we see that it is difficult to fathom what reasons, other than ideological ones, the Government can possibly have for seeking to make these changes. ","Conservative Party","Scottish National Party"
" my simple question is: why not deal with that through a general anti-intimidation law rather than a specific union law?","Labour Party","Conservative Party"
"They carry out a great service to our communities.","not_statement","not_statement"
"It seems clear that paid carer’s leave helps carers and those they care for, and it is good for our economy.","Liberal Democrats","Liberal Democrats"
"Unions have always been powerful advocates for their members� rights, but it is important that we find a balance between the right of union members to strike and the rights of millions of working people to access the vital public services they rely on and to go about their daily lives without disruption. When 450,000 teachers go on strike in England, more than 8 million children are affected�millions of working families where mums or dads have to take a day off work.","Conservative Party","Conservative Party"
" Under clause 6, the Bill imposes such burdensome regulation that it puts the EU banana straightening compliance team to shame. The extension of the roles and powers of the certification officer will impose additional administrative and financial pressures on unions. There will be a reporting requirement as to whether industrial action took place in the past 12 months, the nature of the dispute and the action that was taken.","Conservative Party","Labour Party"
"Barry Gardiner (Brent North) (Lab) The hon<prd> Lady is presenting a reasoned case, but she knows, and she has just used the word, that these things should be negotiated.","not_statement","not_statement"
"We will work with stakeholders on how to exercise these powers in regulations.","not_statement","not_statement"
"(2B) In subsection (2A) “pregnancy loss” includes—  (a) a pregnancy that that ends as a result of—  (i) a miscarriage;  (ii) an ectopic pregnancy;  (iii) a molar pregnancy;  (iv) a medical termination conducted in accordance with section 1 of the Abortion Act 1967;  (b) an unsuccessful attempt at in vitro fertilisation due to embryo transfer loss.","not_statement","not_statement"
" This Bill, like so many others, rips up the constitution in favour of a naked political attack. It is an attack on the ability of trade unions and their members to have a say in politics, just at the time when it has never been more important that working people have a voice.
","Labour Party","Labour Party"
"Finally, to introduce the Bill on today of all days is a slap in the face that treats working people with contempt. This is arrogance that knows no bounds from a Government that are once again treating working people and trade unions as the enemy within.","Scottish National Party","Labour Party"
"The complaint must be in writing and in such form as the Committee may require.","not_statement","not_statement"
"To be frank, Labour has supported the strikes, whether implicitly or explicitly.","Conservative Party","not_statement"
"As a result of intimidatory behaviour, we have seen strikes triggered by a tiny minority that have caused far worse disruption, inconveniencing and causing misery for millions","Conservative Party","Conservative Party"
"(4) In this Part, “work-finding agency” means a person carrying on the business (whether or not with a view to profit and whether or not in conjunction with any other business) of finding, or seeking to find, work for individuals to do for and under the supervision and direction of other persons (but not in the employment of those other persons).","not_statement","not_statement"
"Amendment 305, page 145, leave out from the beginning of line 35 to the end of line 3 on page 146 and insert “52 occasions”.","not_statement","not_statement"
"Grant Shapps I would just say to the hon<prd> Lady, who I know has received money from GMB, the National Union of Rail, Maritime and Transport Workers, Unite the union, CLP among others—nothing wrong with that; I am just putting it on the record—that she is wrong factually about the way the last two strikes, last week and in December, occurred.","not_statement","not_statement"
"The Bill is about power. It is about removing power from any form of organised opposition to the Conservatives� dominance. They know that individual people are stronger when they stand together and therefore opposition to the Conservatives will be weakened by removing that collectivism, as my hon. Friend the Member for Torfaen (Nick Thomas-Symonds) explained so eloquently.","Labour Party","Labour Party"
"We have no idea what this Government will railroad through via statutory instruments.","not_statement","not_statement"
"However, Ministers will still be able to use the existing power in section 157 of the Social Security Contributions and Benefits Act 1992 to substitute a different provision as to the weekly flat rate of SSP, or the percentage rate of the employee’s weekly earnings, depending on which is lower.","not_statement","not_statement"
"this is an ideologically driven attack on people�s rights to democracy and collectively to stand up for their rights at work.","Scottish National Party","Labour and Co-Operative Party"
"The House of Lords debated a report, “Democracy Denied?","Labour and Co-Operative Party","not_statement"
"Angela Rayner I absolutely agree with my hon<prd> Friend; not only would we have grown the economy—and we have a plan to grow the economy, unlike the Conservatives —but we would not have wasted billions of pounds and we would not have crashed the economy like the Conservatives did.","not_statement","not_statement"
"Can the Secretary of State confirm that this legislation cannot possibly be used to sort out the present winter of discontent? If anything, it will make it far more difficult to secure a resolution of any of the individual strikes, and therefore it is just political posturing.","not_statement","Labour Party"
"(2) Any regulatory body established pursuant to the Secretary of State’s activities under subsection (1) must include—  (a) representatives of employers and foster care workers;  (b) independent members; and  (c) representatives of individuals with lived experience in foster care; and  (3) A regulatory body established pursuant to subsection (1) must consider—  (a) the establishment of a central registration system for foster carers;  (b) the expansion of employment rights for foster carers;  (c) remuneration rates for foster caring; and  (d) any other matters which the Secretary of State deems appropriate.","not_statement","not_statement"
"(6) The Secretary of State must, as soon as is practicable after receipt of the report, publish the report and lay it before both Houses of Parliament.","not_statement","not_statement"
"The Bill will also ask unions to form a direct relationship with individual members as customers of their services by ending the practice of check-off.","not_statement","Conservative Party"
"Last week, Human Rights Watch warned that  “fundamental and hard-won rights are being systematically dismantled”  in the UK.","Labour Party","not_statement"
"it is perfectly proper to have a balance between minimum service levels and people’s right to strike.","Conservative Party","Conservatives"
"(5) The regulations may―  (a) make provision about how leave under this section is to be taken;  (b) make different provision for different cases or circumstances; and  (c) make consequential provision.","not_statement","not_statement"
"The Government expect to consult on minimum service levels for ambulance, fire and rail services first.","not_statement","not_statement"
"We are all desperate for our public services to be stronger, faster, more effective and cost-efficient, but it is not the fault of the selfless and hard-working key workers in our health, rail and teaching sectors that public services are in the skeletal state they are or that nurses are having to use food banks.","Conservatives","not_statement"
"As a former council leader, I know from experience that the role of trade unions has been nothing but positive and constructive, especially during this time of massive cuts in local government.","Conservative Party","Labour Party"
"Those on the Labour Benches—in hock to their trade union masters—are failing theirs.","Labour Party","not_statement"
"but it is a fact that when strikes are on and ambulances are unable to find out from their unions whether they will operate, that is an additional concern for members of the public—including Opposition Members’ constituents, whom they seem rather not to care about in this case.","Conservative Party","Conservative Party"
"but its primary purpose is to introduce stringent restrictions on trade unions� ability to take industrial action,","Scottish National Party","Labour Party"
"Government amendment 16.","not_statement","not_statement"
"I am interested in seeing improvements to trade union rights in this country. Many colleagues have mentioned e-balloting. If we want more people to participate in a ballot, we should make it easier for them to do so.
","Labour Party","Labour Party"
"It was a 5% pay increase across the board and one of the largest settlements in the public sector.","Conservative Party","not_statement"
"Gregory Stafford It is always a pleasure to follow the King.","Conservative Party","not_statement"
" Does he agree that the Bill is anti-business and anti-working practice and that most employers that have trade unions recognise their value?","Labour Party","Labour Party"
"I also want to talk about the impact on taxpayers, who have to fund the salaries of public servants, only for those public servants to spend their time on trade union business. Do taxpayers not have a right at least to know what their taxes are being spent on? These are the people who are not represented in current trade union legislation, and by increasing transparency, fairness and democracy, they are the people that this Bill will protect.","Conservative Party","Conservative Party"
"For anyone who cares about the ability to take industrial action and to strike, what we are doing here enshrines that.","Labour Party","not_statement"
"As the Scottish National party�s spokesperson for equalities, women and children, I, along with colleagues across the Opposition Benches, recognise the important role that trade unions play in collective bargaining power that has benefited many women across my constituency to obtain fair pay for fair work in the recent equal pay dispute.","Labour Party","Scottish National Party"
"It is important to say that I agree with him, for once, because we are trying to work constructively—as we should—to bring strikes to a conclusion, but we must not do so at the expense of the lives and livelihoods of our constituents.","Conservative Party","Conservatives"
"In sum, this Bill ensures that unions can continue to play a valuable role, doing the work they do best while operating with the transparency, fairness and democracy they need to retain the public�s confidence. This is not a Bill against trade unions, it is a moderate Bill that balances the rights of unions and people working across this country, and I commend it to the House.","Conservative Party","Conservative Party"
"(3) In regulation 40(1)(a) of the Statutory Shared Parental Pay (General) Regulations 2014 (weekly rate of payment of statutory shared parental pay) for “£184<prd>03” substitute “£368<prd>06”.","not_statement","not_statement"
"Act 1974 to place a duty on employers to protect all those working in their workplace from gender-based violence and harassment.","not_statement","not_statement"
"We on these Benches will vote against this shoddy, unworkable Bill, and I urge every Member across this House who cares for fundamental British freedoms, and who knows that the only way to resolve disputes is by negotiating in good faith, to join us in standing against it this evening.","Labour Party","not_statement"
" The Prime Minister has hailed that as “the latest step” in the Government’s attempt to “kick-start economic growth”, though the amendments we are discussing do the very opposite.","Labour Party","Conservative Party"
"The sacking nurses Bill is one of the most indefensible and foolish pieces of legislation to come before this House in modern times.","Labour Party","not_statement"
"Before I call the Deputy Leader of the Opposition, I want to inform colleagues that there will be an immediate four-minute time limit on Back-Bench speeches so that we can try to get everybody in.","Conservative Party","not_statement"
